	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-11.109724998474121, -11.800365447998047, -8.633811950683594, -12.205162048339844, -10.12033462524414, -7.149068355560303, -6.542632579803467, -3.918856620788574, -10.45720100402832]	[-11.109724998474121, -11.800365447998047, -8.633811950683594, -12.205162048339844, -9.838371276855469, -9.199980735778809, -7.358194828033447, -4.559222221374512, -10.526734352111816]	81.9371566772461	85.23155975341797	3.294403076171875
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.6303062438964844, -1.3108501434326172, -6.4414591789245605, -4.878877639770508, -1.2077369689941406, -2.189103126525879, -12.19200611114502, -6.413773536682129, -0.7889986038208008, -9.367027282714844, -2.8301124572753906, -0.14292049407958984, -10.134608268737793]	[-8.016952514648438, -4.849443435668945, -6.137749671936035, -4.597814559936523, -1.1866254806518555, -2.3480701446533203, -12.177611351013184, -6.129558086395264, -0.7174606323242188, -9.25629997253418, -2.566265106201172, -0.2110748291015625, -9.730829238891602]	59.52777862548828	67.9257583618164	8.397979736328125
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.840206146240234, -2.3457069396972656, -3.415017604827881, -5.888498306274414, -5.213084697723389, -4.611421585083008, -8.091203689575195, -8.544593811035156, -9.199573516845703, -0.4677696228027344, -5.920412063598633, -13.065657615661621, -7.679394245147705, -12.637463569641113, -4.212506294250488, -1.6339607238769531, -10.040327072143555, -6.935583114624023]	[-4.840206146240234, -2.3457069396972656, -3.415017604827881, -5.888498306274414, -5.213084697723389, -4.611421585083008, -8.091203689575195, -8.544593811035156, -9.199573516845703, -0.4677696228027344, -5.920412063598633, -13.065657615661621, -7.679394245147705, -12.637463569641113, -4.435626029968262, -7.486394882202148, -9.952005386352539, -6.764842987060547]	114.74238586425781	120.55887603759766	5.816490173339844
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-0.7608137130737305, -13.477476119995117, -0.9681940078735352, -3.3723654747009277, -3.366697311401367, -2.09780216217041, -7.384474277496338, -0.11509132385253906, -0.3585538864135742, -2.541184425354004, -3.221022605895996, -8.271352767944336, -2.6740646362304688, -0.3395652770996094, -0.9995803833007812, -4.0266242027282715, -5.582038879394531, -2.883730888366699, -0.19851398468017578, -0.10040473937988281, -4.371760368347168, -7.52992057800293, -7.628308296203613, -1.477036476135254, -12.25511360168457]	[-0.7608137130737305, -13.477476119995117, -0.9681940078735352, -3.3723654747009277, -3.366697311401367, -2.09780216217041, -7.384474277496338, -0.11509132385253906, -0.3585538864135742, -2.541184425354004, -3.221022605895996, -8.271352767944336, -2.6740646362304688, -0.3395652770996094, -0.9995803833007812, -4.0266242027282715, -5.582038879394531, -2.883730888366699, -0.19851398468017578, -0.10040473937988281, -4.371760368347168, -7.52992057800293, -7.567801475524902, -8.198015213012695, -11.782584190368652]	96.0016860961914	102.18962860107422	6.1879425048828125
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-3.294912338256836, -4.376063346862793, -6.293229103088379, -3.052877426147461, -8.070174217224121, -6.909566879272461, -4.961847305297852, -8.474316596984863, -6.89310359954834, -0.6433086395263672, -8.028486251831055, -2.3926658630371094, -3.455493927001953, -9.92487907409668, -2.7891716957092285, -6.542842388153076, -3.6967201232910156, -3.944634437561035, -5.021598815917969, -7.935048580169678, -5.764935493469238]	[-3.294912338256836, -4.376063346862793, -9.929131507873535, -7.969100475311279, -6.66605281829834, -6.699825763702393, -4.727147102355957, -9.366140365600586, -6.787631988525391, -0.7624826431274414, -7.84182071685791, -2.2568273544311523, -3.5537142753601074, -9.79724407196045, -3.4738316535949707, -6.581134796142578, -3.442554473876953, -4.064222812652588, -5.371033668518066, -7.934351444244385, -5.783098220825195]	112.46587371826172	120.6783218383789	8.212448120117188
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-6.0136847496032715, -4.416152000427246, -2.6648292541503906, -10.549118995666504, -5.957129001617432, -10.624850273132324, -0.7340631484985352, -7.298701286315918, -5.26900577545166, -11.022444725036621, -7.137429237365723, -5.856128215789795, -5.919942855834961]	[-6.0136847496032715, -10.372325897216797, -8.518342971801758, -6.958535671234131, -10.194962501525879, -5.965806007385254, -9.60606575012207, -2.1039953231811523, -5.8161444664001465, -5.125749111175537, -10.686497688293457, -7.375505447387695, -5.996956825256348, -9.028316497802734]	83.46347045898438	103.76288604736328	20.299415588378906
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-3.294912338256836, -4.376063346862793, -6.293229103088379, -3.052877426147461, -8.070174217224121, -6.909566879272461, -4.961847305297852, -8.474316596984863, -6.89310359954834, -0.6433086395263672, -8.028486251831055, -2.3926658630371094, -3.455493927001953, -9.92487907409668, -2.7891716957092285, -6.542842388153076, -3.6967201232910156, -3.944634437561035, -5.021598815917969, -7.935048580169678, -5.764935493469238]	[-3.294912338256836, -4.376063346862793, -8.926952362060547, -10.4592866897583, -9.816399574279785, -7.26659631729126, -7.227494716644287, -4.337087631225586, -8.791154861450195, -6.835366249084473, -0.5888261795043945, -8.242549896240234, -2.4100513458251953, -3.956725597381592, -9.977953910827637, -3.887357711791992, -7.099123001098633, -3.3354740142822266, -4.321280479431152, -5.144311904907227, -7.7087812423706055, -5.434008598327637]	112.46587371826172	133.437744140625	20.97187042236328
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.840206146240234, -2.3457069396972656, -3.415017604827881, -5.888498306274414, -5.213084697723389, -4.611421585083008, -8.091203689575195, -8.544593811035156, -9.199573516845703, -0.4677696228027344, -5.920412063598633, -13.065657615661621, -7.679394245147705, -12.637463569641113, -4.212506294250488, -1.6339607238769531, -10.040327072143555, -6.935583114624023]	[-4.840206146240234, -2.3457069396972656, -3.415017604827881, -5.888498306274414, -5.213084697723389, -4.611421585083008, -8.091203689575195, -8.544593811035156, -9.199573516845703, -0.4677696228027344, -5.920412063598633, -13.065657615661621, -7.679394245147705, -12.637463569641113, -7.8369293212890625, -8.96239948272705, -7.736570358276367, -10.248092651367188, -6.2775115966796875]	114.74238586425781	132.98150634765625	18.239120483398438
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.6303071975708008, -1.3108501434326172, -6.441459655761719, -4.878879547119141, -1.207737922668457, -2.1891040802001953, -12.192004203796387, -6.4137749671936035, -0.7889976501464844, -9.367025375366211, -2.8301124572753906, -0.14292049407958984, -10.134608268737793]	[-8.123979568481445, -5.846813201904297, -8.691300392150879, -7.945435047149658, -4.506271839141846, -1.5235977172851562, -2.5330257415771484, -12.255489349365234, -6.354540824890137, -0.8454370498657227, -9.320211410522461, -2.9476566314697266, -0.11020088195800781, -9.57328987121582]	59.52777862548828	80.57725524902344	21.049476623535156
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-6.013686180114746, -4.416152477264404, -2.664828300476074, -10.549118041992188, -5.95712947845459, -10.624849319458008, -0.7340641021728516, -7.298700332641602, -5.269006729125977, -9.463010787963867, -12.455592155456543]	[-6.013686180114746, -10.372325897216797, -8.51834487915039, -6.958531379699707, -10.194961547851562, -5.965806484222412, -9.60606575012207, -2.1039981842041016, -5.816145420074463, -5.1257476806640625, -9.045367240905762, -12.147854804992676]	75.44613647460938	91.86882781982422	16.422691345214844
