	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-14.015382766723633, -12.932415962219238, -8.947809219360352, -13.72735595703125, -8.865983963012695, -10.074121475219727, -11.003643035888672, -6.749240875244141, -7.076899528503418]	[-14.015382766723633, -12.932415962219238, -8.947809219360352, -13.72735595703125, -11.050416946411133, -9.431777000427246, -9.827054977416992, -6.68852424621582, -6.455869674682617]	93.39283752441406	93.07660675048828	-0.31623077392578125
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-2.1630430221557617, -0.9576816558837891, -7.06550407409668, -6.2046895027160645, -1.8530921936035156, -1.746450424194336, -12.222976684570312, -6.755817890167236, -1.1282014846801758, -9.15606689453125, -11.780345916748047]	[-8.50691032409668, -1.7423219680786133, -7.139144420623779, -6.580986499786377, -1.7142105102539062, -1.9504785537719727, -12.391536712646484, -6.949007511138916, -1.0345382690429688, -8.861113548278809, -11.503619194030762]	61.033870697021484	68.37386322021484	7.339992523193359
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.1945648193359375, -2.131556510925293, -4.078449249267578, -7.609821796417236, -4.817696571350098, -4.078735828399658, -5.945067405700684, -9.666603088378906, -10.122173309326172, -3.757462978363037, -4.154839515686035, -12.577569007873535, -10.287635803222656, -13.490900039672852, -3.8062925338745117, -2.272663116455078, -10.611116409301758, -6.84116792678833]	[-6.1945648193359375, -2.131556510925293, -4.078449249267578, -7.609821796417236, -4.817696571350098, -4.078735828399658, -5.945067405700684, -9.666603088378906, -10.122173309326172, -3.757462978363037, -4.154839515686035, -12.577569007873535, -10.287635803222656, -13.490900039672852, -5.0604963302612305, -5.719047546386719, -9.446895599365234, -6.913729190826416]	122.44430541992188	126.05323791503906	3.6089324951171875
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-0.6472606658935547, -12.424308776855469, -6.420257091522217, -3.4235973358154297, -2.502387046813965, -6.9013519287109375, -2.4302988052368164, -2.7108898162841797, -8.302724838256836, -1.0247936248779297, -3.524993896484375, -7.551631927490234, -4.6231913566589355, -8.820261001586914, -6.944322109222412, -2.6704373359680176, -12.085894584655762]	[-0.6472606658935547, -12.424308776855469, -6.420257091522217, -3.4235973358154297, -2.502387046813965, -6.9013519287109375, -2.4302988052368164, -2.7108898162841797, -8.302724838256836, -1.0247936248779297, -3.524993896484375, -7.551631927490234, -4.6231913566589355, -8.820261001586914, -6.964179039001465, -7.3508687019348145, -10.750556945800781]	93.00859832763672	96.37355041503906	3.3649520874023438
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.955395698547363, -6.314836025238037, -2.4722089767456055, -6.095180034637451, -12.946269989013672, -9.382506370544434, -6.087088108062744, -0.4930257797241211, -7.2588396072387695, -4.962335586547852, -9.191183090209961, -3.650583267211914, -7.403298854827881, -1.263051986694336, -4.748072147369385, -4.704086780548096, -7.22757625579834, -4.439073085784912]	[-5.955395698547363, -11.453858375549316, -3.5233888626098633, -5.4563093185424805, -12.746735572814941, -10.385210990905762, -6.154433250427246, -0.5886449813842773, -7.0604248046875, -4.878814697265625, -9.340883255004883, -3.67728328704834, -7.582275867462158, -1.1935081481933594, -4.732389450073242, -4.657607078552246, -7.555723190307617, -4.260527610778809]	104.59461975097656	111.20341491699219	6.608795166015625
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-5.092292785644531, -4.570564270019531, -3.8898072242736816, -9.984039306640625, -4.998831748962402, -10.174220085144043, -12.11147403717041, -5.406739234924316, -10.137432098388672, -6.901278018951416, -13.257716178894043]	[-5.092292785644531, -11.234257698059082, -3.4567761421203613, -6.055747985839844, -9.305999755859375, -3.885387420654297, -10.03492259979248, -13.275176048278809, -6.459794521331787, -9.75558090209961, -6.0779900550842285, -13.26578426361084]	86.5243911743164	97.89971160888672	11.375320434570312
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.955395698547363, -6.314836025238037, -2.4722089767456055, -6.095180034637451, -12.946269989013672, -9.382506370544434, -6.087088108062744, -0.4930257797241211, -7.2588396072387695, -4.962335586547852, -9.191183090209961, -3.650583267211914, -7.403298854827881, -1.263051986694336, -4.748072147369385, -4.704086780548096, -7.22757625579834, -4.439073085784912]	[-5.955395698547363, -10.319997787475586, -7.430633544921875, -7.420119762420654, -5.036423683166504, -12.074348449707031, -10.017735481262207, -6.697009086608887, -0.5551300048828125, -7.248502731323242, -4.579150199890137, -8.657475471496582, -4.266416072845459, -6.965484619140625, -1.6280803680419922, -4.616438865661621, -4.488887786865234, -7.080500602722168, -4.579999923706055]	104.59461975097656	119.61772918701172	15.023109436035156
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.1945648193359375, -2.131556510925293, -4.078449249267578, -7.609821796417236, -4.817696571350098, -4.078735828399658, -5.945067405700684, -9.666603088378906, -10.122173309326172, -3.757462978363037, -4.154839515686035, -12.577569007873535, -10.287635803222656, -13.490900039672852, -3.8062925338745117, -2.272663116455078, -10.611116409301758, -6.84116792678833]	[-6.1945648193359375, -2.131556510925293, -4.078449249267578, -7.609821796417236, -4.817696571350098, -4.078735828399658, -5.945067405700684, -9.666603088378906, -10.122173309326172, -3.757462978363037, -4.154839515686035, -12.577569007873535, -10.287635803222656, -13.490900039672852, -6.898920059204102, -6.992733001708984, -7.131172180175781, -9.616098403930664, -6.204006195068359]	122.44430541992188	135.75599670410156	13.311691284179688
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-2.1630420684814453, -0.9576816558837891, -7.06550407409668, -6.20468807220459, -1.8530902862548828, -1.7464513778686523, -12.222976684570312, -6.75581693649292, -1.1282005310058594, -9.156065940856934, -11.780345916748047]	[-10.266200065612793, -3.9765515327453613, -8.046005249023438, -7.156956672668457, -5.636975288391113, -2.7123899459838867, -2.155649185180664, -12.23084831237793, -8.012481689453125, -1.0100622177124023, -8.380533218383789, -11.565427780151367]	61.03386306762695	81.15007781982422	20.116214752197266
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-5.092290878295898, -4.570565223693848, -3.8898067474365234, -9.984041213989258, -4.998831748962402, -10.174220085144043, -12.111473083496094, -5.406738758087158, -7.387909412384033, -12.499242782592773]	[-5.092290878295898, -11.23425579071045, -3.4567770957946777, -6.055744171142578, -9.305999755859375, -3.885387420654297, -10.034923553466797, -13.275175094604492, -6.459792137145996, -7.331648826599121, -12.43221378326416]	76.1151123046875	88.564208984375	12.4490966796875
