	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-8.802136421203613, -13.773080825805664, -8.141393661499023, -2.591130256652832, -11.801878929138184, -9.7184419631958, -7.415572643280029, -9.167284965515137, -6.60626745223999, -12.791107177734375]	[-8.802136421203613, -13.773080825805664, -8.141393661499023, -2.591130256652832, -11.801878929138184, -9.585088729858398, -7.112800598144531, -9.342020034790039, -6.637636184692383, -12.829140663146973]	90.80829620361328	90.61630249023438	-0.19199371337890625
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.8327064514160156, -4.33329963684082, -5.633706092834473, -8.709505081176758, -3.102508068084717, -2.855743408203125, -7.333093643188477, -2.2956857681274414, -9.259109497070312, -2.7113423347473145, -8.072998046875, -4.246217727661133, -4.451338768005371, -7.501067161560059]	[-7.0467610359191895, -5.374425411224365, -6.741635322570801, -8.556949615478516, -3.067683696746826, -2.737478733062744, -7.276719093322754, -2.2749557495117188, -9.201842308044434, -2.67690372467041, -8.077924728393555, -4.335574150085449, -4.324163436889648, -7.377455711364746]	72.33831787109375	79.07046508789062	6.732147216796875
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.73462438583374, -2.480686664581299, -3.6914243698120117, -6.114925861358643, -5.501744270324707, -4.29167366027832, -8.19842529296875, -7.293218612670898, -8.341214179992676, -3.583592414855957, -2.570056438446045, -4.715246677398682, -13.136186599731445, -10.298070907592773, -11.04392147064209, -4.341034889221191, -5.117796897888184, -11.139541625976562, -9.077411651611328]	[-6.73462438583374, -2.480686664581299, -3.6914243698120117, -6.114925861358643, -5.501744270324707, -4.29167366027832, -8.19842529296875, -7.293218612670898, -8.341214179992676, -3.583592414855957, -2.570056438446045, -4.715246677398682, -13.136186599731445, -10.298070907592773, -11.04392147064209, -5.6361284255981445, -5.686278820037842, -11.225411415100098, -9.040453910827637]	127.6707992553711	129.58328247070312	1.9124832153320312
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-0.9209985733032227, -7.871262550354004, -3.758169174194336, -4.248188018798828, -10.551137924194336, -4.532711029052734, -3.235541820526123, -10.526424407958984, -1.8059320449829102, -1.9575042724609375, -6.0191144943237305, -2.67311429977417, -2.638596534729004, -5.1742963790893555, -3.9580564498901367, -3.376742362976074, -6.81693696975708, -7.201832294464111, -3.5319876670837402, -5.925261497497559, -5.76359748840332, -3.675044536590576, -5.181698799133301, -3.653264045715332, -5.930812835693359, -6.236361503601074, -4.184418201446533, -12.118948936462402]	[-0.9209985733032227, -7.871262550354004, -3.758169174194336, -4.248188018798828, -10.551137924194336, -4.532711029052734, -3.235541820526123, -10.526424407958984, -1.8059320449829102, -1.9575042724609375, -6.0191144943237305, -2.67311429977417, -2.638596534729004, -5.1742963790893555, -3.9580564498901367, -3.376742362976074, -6.81693696975708, -7.201832294464111, -3.5319876670837402, -5.925261497497559, -5.76359748840332, -3.675044536590576, -5.181698799133301, -3.653264045715332, -5.930812835693359, -7.9799699783325195, -5.733014106750488, -12.086647033691406]	143.46795654296875	146.72784423828125	3.2598876953125
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-7.047834396362305, -7.413902759552002, -5.6613006591796875, -2.657733917236328, -6.720654487609863, -3.845168113708496, -8.069769859313965, -5.622025966644287, -10.659648895263672, -4.625038146972656, -1.176487922668457, -7.504154205322266, -7.266197681427002, -3.847867965698242, -7.304495811462402, -2.800708293914795, -3.5708818435668945, -7.496652603149414, -3.5178050994873047, -4.902831077575684, -4.483021259307861, -3.4656357765197754, -5.923480033874512, -4.89107084274292, -5.776864051818848]	[-7.047834396362305, -7.413902759552002, -10.360816955566406, -3.0053625106811523, -6.613895416259766, -3.8178672790527344, -8.112177848815918, -5.910863876342773, -10.733237266540527, -4.669434547424316, -1.1265430450439453, -7.542102813720703, -7.011484146118164, -3.9062728881835938, -7.296756267547607, -2.8835301399230957, -3.520814895629883, -7.507271766662598, -3.458601474761963, -4.902820587158203, -4.515169620513916, -3.4238290786743164, -5.99289608001709, -4.861787796020508, -5.768362045288086]	136.251220703125	141.40362548828125	5.15240478515625
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-7.668570518493652, -6.043451309204102, -2.5342116355895996, -8.218680381774902, -5.845937728881836, -8.505590438842773, -6.782480239868164, -10.411624908447266, -3.6439647674560547, -10.00252914428711, -5.614763259887695, -6.542807579040527, -6.410703659057617]	[-7.668570518493652, -9.402033805847168, -8.370501518249512, -6.2468366622924805, -8.413633346557617, -5.866907596588135, -8.714052200317383, -6.390110969543457, -10.24899673461914, -3.735353469848633, -10.028531074523926, -5.508474349975586, -6.483823776245117, -6.558849334716797]	88.22531127929688	103.63667297363281	15.411361694335938
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-7.047834396362305, -7.413902759552002, -5.6613006591796875, -2.657733917236328, -6.720654487609863, -3.845168113708496, -8.069769859313965, -5.622025966644287, -10.659648895263672, -4.625038146972656, -1.176487922668457, -7.504154205322266, -7.266197681427002, -3.847867965698242, -7.304495811462402, -2.800708293914795, -3.5708818435668945, -7.496652603149414, -3.5178050994873047, -4.902831077575684, -4.483021259307861, -3.4656357765197754, -5.923480033874512, -4.89107084274292, -5.776864051818848]	[-7.047834396362305, -7.413902759552002, -8.215723037719727, -7.729414939880371, -5.830987453460693, -6.716086387634277, -3.728102684020996, -8.049887657165527, -5.673757553100586, -10.884153366088867, -4.974306106567383, -1.2280311584472656, -7.61402702331543, -6.749853134155273, -3.4396939277648926, -7.152077674865723, -3.2261571884155273, -3.6672897338867188, -7.342599868774414, -3.677492141723633, -4.797289848327637, -4.501538276672363, -3.339353561401367, -5.967517852783203, -4.865715026855469, -5.592185020446777]	136.251220703125	149.4249725341797	13.173751831054688
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.73462438583374, -2.480686664581299, -3.6914243698120117, -6.114925861358643, -5.501744270324707, -4.29167366027832, -8.19842529296875, -7.293218612670898, -8.341214179992676, -3.583592414855957, -2.570056438446045, -4.715246677398682, -13.136186599731445, -10.298070907592773, -11.04392147064209, -4.341034889221191, -5.117796897888184, -11.139541625976562, -9.077411651611328]	[-6.73462438583374, -2.480686664581299, -3.6914243698120117, -6.114925861358643, -5.501744270324707, -4.29167366027832, -8.19842529296875, -7.293218612670898, -8.341214179992676, -3.583592414855957, -2.570056438446045, -4.715246677398682, -13.136186599731445, -10.298070907592773, -11.04392147064209, -9.148674964904785, -7.585291385650635, -8.171975135803223, -11.272065162658691, -9.363664627075195]	127.6707992553711	143.53668212890625	15.865882873535156
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.832707405090332, -4.33329963684082, -5.633706092834473, -8.709505081176758, -3.1025071144104004, -2.855743885040283, -7.333093643188477, -2.2956857681274414, -9.259110450744629, -2.7113428115844727, -8.072997093200684, -4.246216773986816, -4.451338768005371, -7.501067161560059]	[-8.962236404418945, -8.444631576538086, -7.394951820373535, -6.873610019683838, -8.937474250793457, -2.859633445739746, -2.7307729721069336, -7.321184158325195, -2.456301689147949, -9.543869018554688, -2.701193332672119, -8.172805786132812, -3.422459602355957, -4.779524803161621, -7.3469648361206055]	72.33831787109375	91.94762420654297	19.60930633544922
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-7.668571472167969, -6.043450832366943, -2.534212112426758, -8.218680381774902, -5.8459367752075195, -8.505589485168457, -6.782479286193848, -10.411624908447266, -3.6439647674560547, -6.516335487365723, -7.557564735412598, -2.0923948287963867]	[-7.668571472167969, -9.402033805847168, -8.370501518249512, -6.2468366622924805, -8.413633346557617, -5.866908073425293, -8.7140531539917, -6.390110969543457, -10.24899673461914, -3.7353529930114746, -6.479493141174316, -7.740764617919922, -2.8581972122192383]	75.82080078125	92.13545227050781	16.314651489257812
