	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-9.651816368103027, -12.136631965637207, -10.482019424438477, -7.661402702331543, -5.282377243041992, -10.99566650390625, -7.38651180267334, -6.370272159576416, -15.13473892211914]	[-9.651816368103027, -12.136631965637207, -10.482019424438477, -7.661402702331543, -9.32233715057373, -11.308069229125977, -7.303776741027832, -6.615250587463379, -15.16641616821289]	85.10143280029297	89.64772033691406	4.546287536621094
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-3.0361452102661133, -5.260425567626953, -8.848262786865234, -9.483180046081543, -3.9367666244506836, -3.205493927001953, -11.120306015014648, -10.70500373840332, -2.198637008666992, -12.00930404663086, -6.537689208984375]	[-8.623861312866211, -5.195425510406494, -8.653083801269531, -9.533059120178223, -4.002634048461914, -3.1961140632629395, -11.091602325439453, -10.730984687805176, -2.150726318359375, -12.004252433776855, -6.555160045623779]	76.34121704101562	81.73690795898438	5.39569091796875
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.9812774658203125, -3.1455392837524414, -4.175251007080078, -6.875449180603027, -7.265986442565918, -3.8908815383911133, -9.607982635498047, -7.119513988494873, -10.322491645812988, -3.0546517372131348, -4.917855262756348, -9.70964527130127, -6.619681358337402, -9.688995361328125, -4.987703323364258, -5.103438377380371, -14.966655731201172, -5.402833938598633]	[-5.9812774658203125, -3.1455392837524414, -4.175251007080078, -6.875449180603027, -7.265986442565918, -3.8908815383911133, -9.607982635498047, -7.119513988494873, -10.322491645812988, -3.0546517372131348, -4.917855262756348, -9.70964527130127, -6.619681358337402, -9.688995361328125, -6.795657634735107, -4.466888904571533, -14.996578216552734, -5.387263298034668]	122.8358383178711	124.02159118652344	1.1857528686523438
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-2.0891895294189453, -12.063020706176758, -10.183621406555176, -4.533785343170166, -2.504343032836914, -10.624094009399414, -3.9377708435058594, -2.6538829803466797, -10.362014770507812, -9.253742218017578, -3.659886360168457, -11.523588180541992, -4.204804420471191, -5.412073135375977, -6.70250129699707, -3.3021860122680664, -14.173502922058105]	[-2.0891895294189453, -12.063020706176758, -10.183621406555176, -4.533785343170166, -2.504343032836914, -10.624094009399414, -3.9377708435058594, -2.6538829803466797, -10.362014770507812, -9.253742218017578, -3.659886360168457, -11.523588180541992, -4.204804420471191, -5.412073135375977, -9.318870544433594, -3.083789825439453, -14.215913772583008]	117.18400573730469	119.62437438964844	2.44036865234375
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.365631580352783, -5.859416484832764, -1.9279327392578125, -9.285246849060059, -13.368101119995117, -10.843340873718262, -5.086256980895996, -1.4374103546142578, -11.690573692321777, -13.210719108581543, -12.56221866607666, -2.5982208251953125, -9.634927749633789, -3.6644973754882812, -10.49716567993164, -2.951742172241211, -9.565427780151367, -7.603518486022949]	[-6.365631580352783, -8.851868629455566, -2.1932945251464844, -9.107503890991211, -13.320630073547363, -10.814644813537598, -5.111810684204102, -1.4034500122070312, -11.65849781036377, -13.242422103881836, -12.493429183959961, -2.607898712158203, -9.613910675048828, -3.689504623413086, -10.44983959197998, -3.049067497253418, -9.593551635742188, -7.68850040435791]	138.15234375	141.2554473876953	3.1031036376953125
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-7.739943504333496, -5.94802188873291, -2.495760917663574, -8.534262657165527, -5.48707914352417, -11.966231346130371, -10.290897369384766, -3.2417712211608887, -13.417558670043945, -7.24374532699585, -14.595829963684082]	[-7.739943504333496, -6.9574055671691895, -8.456801414489746, -5.563654899597168, -8.546442985534668, -5.383063316345215, -11.816779136657715, -11.04521369934082, -3.282686233520508, -13.457569122314453, -7.174841403961182, -14.800798416137695]	90.96109771728516	104.2251968383789	13.26409912109375
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.365631580352783, -5.859416484832764, -1.9279327392578125, -9.285246849060059, -13.368101119995117, -10.843340873718262, -5.086256980895996, -1.4374103546142578, -11.690573692321777, -13.210719108581543, -12.56221866607666, -2.5982208251953125, -9.634927749633789, -3.6644973754882812, -10.49716567993164, -2.951742172241211, -9.565427780151367, -7.603518486022949]	[-6.365631580352783, -7.399608612060547, -8.478653907775879, -4.711677074432373, -9.005163192749023, -13.415035247802734, -10.569636344909668, -5.106361389160156, -1.392481803894043, -11.654214859008789, -13.106042861938477, -12.53487491607666, -2.0651283264160156, -9.695180892944336, -3.4943981170654297, -10.316010475158691, -3.1044349670410156, -9.689093589782715, -7.021285533905029]	138.15234375	149.1249237060547	10.972579956054688
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.9812774658203125, -3.1455392837524414, -4.175251007080078, -6.875449180603027, -7.265986442565918, -3.8908815383911133, -9.607982635498047, -7.119513988494873, -10.322491645812988, -3.0546517372131348, -4.917855262756348, -9.70964527130127, -6.619681358337402, -9.688995361328125, -4.987703323364258, -5.103438377380371, -14.966655731201172, -5.402833938598633]	[-5.9812774658203125, -3.1455392837524414, -4.175251007080078, -6.875449180603027, -7.265986442565918, -3.8908815383911133, -9.607982635498047, -7.119513988494873, -10.322491645812988, -3.0546517372131348, -4.917855262756348, -9.70964527130127, -6.619681358337402, -9.688995361328125, -7.975595951080322, -8.758724212646484, -8.303571701049805, -15.118522644042969, -5.5365753173828125]	122.8358383178711	138.0681915283203	15.232353210449219
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-3.0361456871032715, -5.260425567626953, -8.848262786865234, -9.483180046081543, -3.9367666244506836, -3.2054929733276367, -11.120306015014648, -10.70500373840332, -2.198637008666992, -12.009305000305176, -6.537689208984375]	[-8.167110443115234, -8.302248001098633, -8.502338409423828, -8.083183288574219, -9.83339786529541, -3.9565629959106445, -2.8841075897216797, -10.931449890136719, -9.960615158081055, -2.2516469955444336, -12.127693176269531, -6.384692192077637]	76.34121704101562	91.38505554199219	15.043838500976562
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-7.739943027496338, -5.948021411895752, -2.495759963989258, -8.534262657165527, -5.48707914352417, -11.966231346130371, -10.290897369384766, -3.2417712211608887, -11.316774368286133, -13.639226913452148]	[-7.739943027496338, -6.957405090332031, -8.456801414489746, -5.56365442276001, -8.546442985534668, -5.383063316345215, -11.816779136657715, -11.04521369934082, -3.282686233520508, -11.367436408996582, -13.63048267364502]	80.65996551513672	93.78990936279297	13.12994384765625
10	But here is a mushroom that's past its prime.	is	2			mushroom	4	{'Number': 'Sing', 'lemma': 'mushroom'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	"{'sent_id': 'en_partut-ud-892', 'text': ""But here is a mushroom that's past its prime."", 'treebank': 'UD_English-ParTUT/en_partut-ud-dev.conllu'}"	am	3 -> 1	But here	But here am a mushroom that's past its prime.	[]	[]	0	0	0	False	False	False	0.0214285714285714	SV-P	eng	3	1	VS	verb	+	[-5.685520172119141, -4.738119125366211, -2.369357109069824, -12.145204544067383, -4.539853572845459, -5.272353172302246, -9.753480911254883, -7.557646751403809, -10.178173065185547, -5.9000444412231445]	[-5.685520172119141, -9.135801315307617, -3.0499391555786133, -12.191195487976074, -4.51493501663208, -4.868355751037598, -9.701996803283691, -7.473496437072754, -10.15811538696289, -5.970414638519287]	68.13975524902344	72.74977111816406	4.610015869140625
