	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-13.039233207702637, -15.9424409866333, -9.742462158203125, -13.0709228515625, -8.690690040588379, -9.98006820678711, -9.085954666137695, -6.235784530639648, -13.438311576843262]	[-13.039233207702637, -15.9424409866333, -9.742462158203125, -13.0709228515625, -10.821371078491211, -9.46732234954834, -9.280759811401367, -6.147747039794922, -13.270806312561035]	99.22586822509766	100.78306579589844	1.5571975708007812
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.9250640869140625, -4.494572639465332, -8.160597801208496, -8.157407760620117, -1.9321050643920898, -2.6152267456054688, -11.8667573928833, -7.829200267791748, -2.031987190246582, -11.64924430847168, -10.963680267333984]	[-5.128021240234375, -6.1652374267578125, -8.299192428588867, -8.184029579162598, -1.9252290725708008, -2.5627193450927734, -11.942980766296387, -7.937091827392578, -1.9790029525756836, -11.668524742126465, -10.728400230407715]	71.62583923339844	76.52041625976562	4.8945770263671875
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.978311538696289, -1.9737567901611328, -4.5780534744262695, -6.249836444854736, -5.266172885894775, -4.59202241897583, -7.8349289894104, -8.213475227355957, -9.735401153564453, -1.3157224655151367, -4.7590532302856445, -14.642784118652344, -9.988252639770508, -11.718756675720215, -4.330397605895996, -4.4920148849487305, -14.035041809082031, -9.624000549316406]	[-4.978311538696289, -1.9737567901611328, -4.5780534744262695, -6.249836444854736, -5.266172885894775, -4.59202241897583, -7.8349289894104, -8.213475227355957, -9.735401153564453, -1.3157224655151367, -4.7590532302856445, -14.642784118652344, -9.988252639770508, -11.718756675720215, -6.122910499572754, -5.370088577270508, -13.796114921569824, -9.542890548706055]	128.32798767089844	130.67852783203125	2.3505401611328125
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-1.0764856338500977, -12.74254035949707, -9.18041706085205, -5.537881851196289, -3.647456645965576, -9.973221778869629, -3.2119626998901367, -2.8008203506469727, -10.372198104858398, -6.117254257202148, -3.3870277404785156, -8.701212882995605, -4.840017318725586, -5.749737739562988, -6.397468566894531, -4.536318778991699, -15.259573936462402]	[-1.0764856338500977, -12.74254035949707, -9.18041706085205, -5.537881851196289, -3.647456645965576, -9.973221778869629, -3.2119626998901367, -2.8008203506469727, -10.372198104858398, -6.117254257202148, -3.3870277404785156, -8.701212882995605, -4.840017318725586, -5.749737739562988, -9.824333190917969, -5.603446960449219, -15.061300277709961]	113.53160095214844	117.82730865478516	4.295707702636719
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.322507381439209, -6.442631244659424, -2.5550708770751953, -8.360297203063965, -12.256978034973145, -6.186252593994141, -6.750957489013672, -0.6027412414550781, -9.113720893859863, -8.820257186889648, -12.431124687194824, -3.4472999572753906, -8.956467628479004, -1.5190134048461914, -9.467109680175781, -4.388188362121582, -10.402512550354004, -4.159763813018799]	[-5.322507381439209, -11.012723922729492, -3.8372011184692383, -8.264425277709961, -12.19078254699707, -6.026046276092529, -6.841741561889648, -0.5760679244995117, -9.119380950927734, -8.723350524902344, -12.339866638183594, -3.5351314544677734, -8.95751953125, -1.5412626266479492, -9.441165924072266, -4.385753154754639, -10.414766311645508, -4.183840751647949]	121.18289947509766	126.71353912353516	5.5306396484375
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-5.196597099304199, -5.89409065246582, -2.439908981323242, -7.984307289123535, -5.260128021240234, -9.890908241271973, -11.935110092163086, -4.981112480163574, -12.105466842651367, -7.400449275970459, -10.76119327545166]	[-5.196597099304199, -8.18514633178711, -7.440913677215576, -6.720494270324707, -7.928045749664307, -5.013221740722656, -10.079216957092285, -11.536206245422363, -4.923184394836426, -12.234833717346191, -6.799108505249023, -10.766505241394043]	83.84927368164062	96.82347869873047	12.974205017089844
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.322507381439209, -6.442631244659424, -2.5550708770751953, -8.360297203063965, -12.256978034973145, -6.186252593994141, -6.750957489013672, -0.6027412414550781, -9.113720893859863, -8.820257186889648, -12.431124687194824, -3.4472999572753906, -8.956467628479004, -1.5190134048461914, -9.467109680175781, -4.388188362121582, -10.402512550354004, -4.159763813018799]	[-5.322507381439209, -10.102110862731934, -7.188809394836426, -7.526638031005859, -8.365863800048828, -12.098823547363281, -6.869254112243652, -7.102627277374268, -0.5778884887695312, -9.099742889404297, -8.968629837036133, -12.308197021484375, -3.614760398864746, -9.144889831542969, -1.384298324584961, -9.547994613647461, -4.275786399841309, -10.408011436462402, -4.230498790740967]	121.18289947509766	138.1373291015625	16.954429626464844
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.978311538696289, -1.9737567901611328, -4.5780534744262695, -6.249836444854736, -5.266172885894775, -4.59202241897583, -7.8349289894104, -8.213475227355957, -9.735401153564453, -1.3157224655151367, -4.7590532302856445, -14.642784118652344, -9.988252639770508, -11.718756675720215, -4.330397605895996, -4.4920148849487305, -14.035041809082031, -9.624000549316406]	[-4.978311538696289, -1.9737567901611328, -4.5780534744262695, -6.249836444854736, -5.266172885894775, -4.59202241897583, -7.8349289894104, -8.213475227355957, -9.735401153564453, -1.3157224655151367, -4.7590532302856445, -14.642784118652344, -9.988252639770508, -11.718756675720215, -8.214593887329102, -7.166980743408203, -9.540070533752441, -13.750775337219238, -9.394430160522461]	128.32798767089844	143.91339111328125	15.585403442382812
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.925065040588379, -4.494572162628174, -8.160597801208496, -8.157405853271484, -1.9321050643920898, -2.6152257919311523, -11.8667573928833, -7.829200267791748, -2.031987190246582, -11.64924430847168, -10.963680267333984]	[-7.326974868774414, -6.283717155456543, -9.059484481811523, -9.356277465820312, -7.859476566314697, -2.2950286865234375, -2.458200454711914, -11.95684814453125, -8.261752128601074, -2.2872495651245117, -11.73249340057373, -10.635309219360352]	71.62583923339844	89.51280212402344	17.886962890625
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-5.196597099304199, -5.89409065246582, -2.439908981323242, -7.984306812286377, -5.260128021240234, -9.890908241271973, -11.935110092163086, -4.981112480163574, -10.131959915161133, -10.817150115966797]	[-5.196597099304199, -8.18514633178711, -7.440914154052734, -6.720493793487549, -7.928046226501465, -5.013221740722656, -10.079216957092285, -11.536206245422363, -4.923184394836426, -10.119818687438965, -10.781303405761719]	74.53126525878906	87.92415618896484	13.392890930175781
