	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-12.317705154418945, -13.911947250366211, -9.152084350585938, -13.41356372833252, -8.615423202514648, -9.175047874450684, -8.369610786437988, -5.940441131591797, -11.732425689697266]	[-12.317705154418945, -13.911947250366211, -9.152084350585938, -13.41356372833252, -10.974040985107422, -8.968332290649414, -7.881800174713135, -6.113467693328857, -11.584096908569336]	92.62825012207031	94.31703186035156	1.68878173828125
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-2.409113883972168, -4.410177230834961, -7.371252059936523, -7.762613296508789, -3.279110908508301, -2.8231849670410156, -11.413383483886719, -8.03280258178711, -2.040827751159668, -9.809175491333008, -4.082664489746094, -9.043160438537598]	[-6.906247615814209, -6.238531112670898, -7.428801536560059, -7.347867012023926, -3.2381038665771484, -2.6946277618408203, -11.517060279846191, -7.880274772644043, -2.057284355163574, -9.821877479553223, -4.129494667053223, -8.94644546508789]	72.47746276855469	78.20661163330078	5.729148864746094
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.088362693786621, -2.8204450607299805, -4.403951644897461, -5.603521823883057, -5.375921249389648, -4.564106464385986, -8.505864143371582, -8.435766220092773, -9.444726943969727, -1.8605318069458008, -4.932368278503418, -14.864696502685547, -10.031540870666504, -11.730317115783691, -4.050365447998047, -4.234992027282715, -13.74932861328125, -7.683350086212158]	[-6.088362693786621, -2.8204450607299805, -4.403951644897461, -5.603521823883057, -5.375921249389648, -4.564106464385986, -8.505864143371582, -8.435766220092773, -9.444726943969727, -1.8605318069458008, -4.932368278503418, -14.864696502685547, -10.031540870666504, -11.730317115783691, -5.569836139678955, -4.233514785766602, -13.436094284057617, -7.916927814483643]	128.38015747070312	129.81849670410156	1.4383392333984375
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-1.5012950897216797, -12.896656036376953, -8.36816692352295, -5.635641098022461, -3.3444762229919434, -10.066634178161621, -2.849587917327881, -2.7498159408569336, -10.21800422668457, -5.748989105224609, -3.4913082122802734, -9.053396224975586, -4.940871238708496, -6.4315900802612305, -5.717617034912109, -4.108219146728516, -12.368627548217773]	[-1.5012950897216797, -12.896656036376953, -8.36816692352295, -5.635641098022461, -3.3444762229919434, -10.066634178161621, -2.849587917327881, -2.7498159408569336, -10.21800422668457, -5.748989105224609, -3.4913082122802734, -9.053396224975586, -4.940871238708496, -6.4315900802612305, -10.147644996643066, -5.3552656173706055, -12.10905933380127]	109.49089813232422	114.90839385986328	5.4174957275390625
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.086728096008301, -5.161960601806641, -2.7800350189208984, -8.462611198425293, -12.766937255859375, -9.372808456420898, -5.414734840393066, -1.1265907287597656, -9.013179779052734, -8.05823802947998, -4.826769828796387, -10.70136547088623, -2.723546028137207, -8.59910774230957, -1.8696088790893555, -9.009337425231934, -4.787841796875, -10.050527572631836, -3.7318458557128906]	[-5.086728096008301, -10.878662109375, -3.6496238708496094, -8.474167823791504, -12.851367950439453, -8.788480758666992, -5.456933975219727, -1.101271629333496, -8.968301773071289, -8.26302433013916, -4.953336715698242, -10.695228576660156, -2.7094173431396484, -8.609254837036133, -1.8170862197875977, -8.985932350158691, -4.801197052001953, -10.064224243164062, -3.5122756958007812]	123.54377746582031	129.66650390625	6.1227264404296875
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-7.649188041687012, -6.233090400695801, -2.391079902648926, -7.590847492218018, -6.165101528167725, -11.632375717163086, -9.321724891662598, -4.538170337677002, -11.023714065551758, -9.047182083129883, -12.79765796661377]	[-7.649188041687012, -8.783124923706055, -7.595181941986084, -6.419958591461182, -7.803999900817871, -6.530636787414551, -11.57733154296875, -8.970959663391113, -4.6066083908081055, -10.939647674560547, -8.484786987304688, -12.744009017944336]	88.39012908935547	102.10543823242188	13.715309143066406
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.086728096008301, -5.161960601806641, -2.7800350189208984, -8.462611198425293, -12.766937255859375, -9.372808456420898, -5.414734840393066, -1.1265907287597656, -9.013179779052734, -8.05823802947998, -4.826769828796387, -10.70136547088623, -2.723546028137207, -8.59910774230957, -1.8696088790893555, -9.009337425231934, -4.787841796875, -10.050527572631836, -3.7318458557128906]	[-5.086728096008301, -9.213787078857422, -7.933043003082275, -6.800528049468994, -8.267166137695312, -12.573640823364258, -9.537266731262207, -5.7916388511657715, -0.9326066970825195, -8.748132705688477, -8.150613784790039, -4.812672138214111, -10.771425247192383, -2.7308216094970703, -8.725885391235352, -1.6963977813720703, -9.104803085327148, -4.940860748291016, -10.114750862121582, -3.777534008026123]	123.54377746582031	139.71029663085938	16.166519165039062
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.088362693786621, -2.8204450607299805, -4.403951644897461, -5.603521823883057, -5.375921249389648, -4.564106464385986, -8.505864143371582, -8.435766220092773, -9.444726943969727, -1.8605318069458008, -4.932368278503418, -14.864696502685547, -10.031540870666504, -11.730317115783691, -4.050365447998047, -4.234992027282715, -13.74932861328125, -7.683350086212158]	[-6.088362693786621, -2.8204450607299805, -4.403951644897461, -5.603521823883057, -5.375921249389648, -4.564106464385986, -8.505864143371582, -8.435766220092773, -9.444726943969727, -1.8605318069458008, -4.932368278503418, -14.864696502685547, -10.031540870666504, -11.730317115783691, -7.91812801361084, -7.476651191711426, -9.51574993133545, -13.745264053344727, -8.232342720031738]	128.38015747070312	145.5502471923828	17.170089721679688
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-2.409113883972168, -4.410176753997803, -7.371252059936523, -7.762613296508789, -3.279110908508301, -2.8231849670410156, -11.413382530212402, -8.03280258178711, -2.040827751159668, -9.809175491333008, -4.082664966583252, -9.043160438537598]	[-6.1752471923828125, -6.88573694229126, -8.481497764587402, -7.558983325958252, -7.47767972946167, -3.2875046730041504, -2.415630340576172, -11.455588340759277, -8.197267532348633, -2.0030460357666016, -9.908453941345215, -4.030730724334717, -8.294218063354492]	72.47746276855469	86.17159271240234	13.694129943847656
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-7.649187088012695, -6.233090400695801, -2.391079902648926, -7.590847492218018, -6.165102005004883, -11.632375717163086, -9.321724891662598, -4.538170337677002, -9.014020919799805, -10.986963272094727]	[-7.649187088012695, -8.783124923706055, -7.595181941986084, -6.419958591461182, -7.804000377655029, -6.530636787414551, -11.57733154296875, -8.970959663391113, -4.6066083908081055, -8.902276992797852, -10.999486923217773]	75.5225601196289	89.83876037597656	14.316200256347656
