	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-12.329177856445312, -11.509111404418945, -9.539190292358398, -12.66985034942627, -15.979787826538086, -7.5302534103393555, -6.585781097412109, -5.5977253913879395, -12.445680618286133]	[-12.329177856445312, -11.509111404418945, -9.539190292358398, -12.66985034942627, -13.581829071044922, -8.304798126220703, -6.305264472961426, -5.6335906982421875, -12.02880573272705]	94.1865463256836	91.90162658691406	-2.2849197387695312
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-3.1345009803771973, -2.2479639053344727, -6.721858978271484, -7.7357048988342285, -1.7170190811157227, -3.548758029937744, -11.449851989746094, -6.592135429382324, -1.1577129364013672, -9.266233444213867, -2.835068702697754, -0.4500761032104492, -10.287700653076172]	[-7.8551201820373535, -2.9769515991210938, -7.287267684936523, -5.978275299072266, -2.0017995834350586, -3.4981298446655273, -11.527718544006348, -6.9273176193237305, -0.9239749908447266, -9.140745162963867, -2.7875442504882812, -0.5308017730712891, -10.087642669677734]	67.14458465576172	71.5232925415039	4.3787078857421875
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.560565948486328, -3.126363754272461, -3.9397506713867188, -5.600424766540527, -5.441678524017334, -4.325050354003906, -7.980043411254883, -8.1600341796875, -9.665915489196777, -1.5754203796386719, -4.880671501159668, -12.98926067352295, -11.108323097229004, -11.760079383850098, -4.154965400695801, -3.013303279876709, -13.48006534576416, -5.311302185058594]	[-5.560565948486328, -3.126363754272461, -3.9397506713867188, -5.600424766540527, -5.441678524017334, -4.325050354003906, -7.980043411254883, -8.1600341796875, -9.665915489196777, -1.5754203796386719, -4.880671501159668, -12.98926067352295, -11.108323097229004, -11.760079383850098, -4.48213529586792, -4.921603202819824, -13.207058906555176, -4.9535746574401855]	122.07322692871094	123.6779556274414	1.6047286987304688
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-1.0076923370361328, -11.975113868713379, -3.8887176513671875, -6.65013313293457, -3.294692039489746, -2.9412665367126465, -9.233330726623535, -1.9402656555175781, -0.3941926956176758, -2.4967689514160156, -1.925013542175293, -9.066871643066406, -3.316451072692871, -4.075247764587402, -4.1565470695495605, -3.4911818504333496, -7.048198699951172, -5.1964521408081055, -0.8600921630859375, -4.218570709228516, -5.6097259521484375, -6.367530822753906, -7.146045684814453, -3.7693700790405273, -14.785926818847656]	[-1.0076923370361328, -11.975113868713379, -3.8887176513671875, -6.65013313293457, -3.294692039489746, -2.9412665367126465, -9.233330726623535, -1.9402656555175781, -0.3941926956176758, -2.4967689514160156, -1.925013542175293, -9.066871643066406, -3.316451072692871, -4.075247764587402, -4.1565470695495605, -3.4911818504333496, -7.048198699951172, -5.1964521408081055, -0.8600921630859375, -4.218570709228516, -5.6097259521484375, -6.367530822753906, -7.261194705963135, -5.52052116394043, -15.181318283081055]	124.85540771484375	127.11709594726562	2.261688232421875
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.069375991821289, -8.045209884643555, -5.633383274078369, -2.81777286529541, -7.73261833190918, -7.096378326416016, -3.428924560546875, -8.652085304260254, -6.505144119262695, -0.6112251281738281, -7.71475076675415, -4.518033504486084, -4.232530117034912, -11.884011268615723, -2.050539970397949, -7.537728309631348, -3.332620143890381, -6.641028881072998, -4.851625919342041, -8.565590858459473, -6.675990581512451]	[-4.069375991821289, -8.045209884643555, -10.595725059509277, -4.347593307495117, -7.609102725982666, -7.244330883026123, -4.02307653427124, -9.037776947021484, -6.430683612823486, -0.6970005035400391, -7.714662551879883, -4.713057518005371, -4.381514549255371, -11.884315490722656, -2.1872377395629883, -7.526227951049805, -3.53780460357666, -6.7717180252075195, -4.810006141662598, -8.780494689941406, -6.486054420471191]	122.59656524658203	130.89297485351562	8.296409606933594
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-6.309537887573242, -5.06382942199707, -2.5588645935058594, -9.443758964538574, -5.890435218811035, -9.737417221069336, -3.696394920349121, -8.697596549987793, -2.3374671936035156, -9.553590774536133, -7.694000244140625, -6.089338779449463, -2.993027687072754]	[-6.309537887573242, -9.66935920715332, -6.935323715209961, -7.602057456970215, -9.195760726928711, -5.486666679382324, -9.837976455688477, -4.0682148933410645, -7.414381980895996, -2.2063465118408203, -9.425995826721191, -7.356736183166504, -6.607261657714844, -2.905344009399414]	80.06525421142578	95.02096557617188	14.955711364746094
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.069375991821289, -8.045209884643555, -5.633383274078369, -2.81777286529541, -7.73261833190918, -7.096378326416016, -3.428924560546875, -8.652085304260254, -6.505144119262695, -0.6112251281738281, -7.71475076675415, -4.518033504486084, -4.232530117034912, -11.884011268615723, -2.050539970397949, -7.537728309631348, -3.332620143890381, -6.641028881072998, -4.851625919342041, -8.565590858459473, -6.675990581512451]	[-4.069375991821289, -8.045209884643555, -8.919867515563965, -8.456786155700684, -6.549294948577881, -7.5963053703308105, -7.425354480743408, -4.054233074188232, -9.082935333251953, -6.407073974609375, -0.6402168273925781, -7.846995830535889, -5.118110656738281, -3.781400203704834, -11.742717742919922, -1.983297348022461, -7.643026828765869, -2.9503021240234375, -7.308767318725586, -4.903371334075928, -8.822237968444824, -6.852749347686768]	122.59656524658203	140.1996307373047	17.603065490722656
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.560565948486328, -3.126363754272461, -3.9397506713867188, -5.600424766540527, -5.441678524017334, -4.325050354003906, -7.980043411254883, -8.1600341796875, -9.665915489196777, -1.5754203796386719, -4.880671501159668, -12.98926067352295, -11.108323097229004, -11.760079383850098, -4.154965400695801, -3.013303279876709, -13.48006534576416, -5.311302185058594]	[-5.560565948486328, -3.126363754272461, -3.9397506713867188, -5.600424766540527, -5.441678524017334, -4.325050354003906, -7.980043411254883, -8.1600341796875, -9.665915489196777, -1.5754203796386719, -4.880671501159668, -12.98926067352295, -11.108323097229004, -11.760079383850098, -7.193976402282715, -6.5724101066589355, -6.906540870666504, -12.261489868164062, -5.02530574798584]	122.07322692871094	134.07330322265625	12.000076293945312
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-3.134500503540039, -2.2479658126831055, -6.721862316131592, -7.7357025146484375, -1.7170190811157227, -3.5487594604492188, -11.449851989746094, -6.592135906219482, -1.1577138900756836, -9.266233444213867, -2.8350706100463867, -0.4500751495361328, -10.287701606750488]	[-7.719592571258545, -6.737821578979492, -8.50928020477295, -7.65587043762207, -5.821883201599121, -2.2376480102539062, -3.303661823272705, -11.378035545349121, -6.855152606964111, -1.0928287506103516, -9.457736015319824, -2.92850399017334, -0.31081390380859375, -10.052436828613281]	67.14459228515625	84.06127166748047	16.91667938232422
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-6.309538841247559, -5.06382942199707, -2.5588645935058594, -9.443758964538574, -5.890434265136719, -9.737415313720703, -3.6963953971862793, -8.697596549987793, -2.3374686241149902, -8.022130966186523, -11.557714462280273]	[-6.309538841247559, -9.66935920715332, -6.935323715209961, -7.602057456970215, -9.195761680603027, -5.486666202545166, -9.837976455688477, -4.06821346282959, -7.414383888244629, -2.2063465118408203, -7.804017543792725, -11.709407806396484]	73.31513977050781	88.23905181884766	14.923912048339844
