	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-11.78437614440918, -14.556360244750977, -5.706511497497559, -2.8386802673339844, -11.46728801727295, -12.892836570739746, -8.679466247558594, -11.828757286071777, -4.076128959655762, -12.425622940063477]	[-11.78437614440918, -14.556360244750977, -5.706511497497559, -2.8386802673339844, -11.46728801727295, -12.5595121383667, -10.165506362915039, -13.267606735229492, -5.019721984863281, -12.288570404052734]	96.25602722167969	99.65413665771484	3.3981094360351562
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.7916383743286133, -1.0464706420898438, -5.261452674865723, -6.19809627532959, -1.5192928314208984, -2.8865184783935547, -7.473152160644531, -3.7979135513305664, -5.074312210083008, -2.334383010864258, -7.694266319274902, -4.05415153503418, -0.4110689163208008, -13.181153297424316]	[-8.627057075500488, -2.7277488708496094, -6.210789203643799, -5.9392242431640625, -1.0017671585083008, -3.729184627532959, -7.343262195587158, -3.76314115524292, -4.90902042388916, -1.4110727310180664, -8.276849746704102, -4.09932804107666, -0.2772207260131836, -13.264442443847656]	62.72386932373047	71.5801010131836	8.856231689453125
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.293205261230469, -1.6481990814208984, -3.8037428855895996, -5.120896339416504, -4.828983306884766, -4.648577690124512, -5.145496368408203, -9.785283088684082, -9.182836532592773, -0.44629955291748047, -1.4424514770507812, -4.792997360229492, -14.05410099029541, -8.34007453918457, -12.309218406677246, -4.623113632202148, -1.9169769287109375, -11.53320026397705, -8.6987886428833]	[-4.293205261230469, -1.6481990814208984, -3.8037428855895996, -5.120896339416504, -4.828983306884766, -4.648577690124512, -5.145496368408203, -9.785283088684082, -9.182836532592773, -0.44629955291748047, -1.4424514770507812, -4.792997360229492, -14.05410099029541, -8.34007453918457, -12.309218406677246, -4.727176666259766, -9.690730094909668, -9.982036590576172, -8.94357967376709]	116.61444854736328	123.1858901977539	6.571441650390625
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-0.9549703598022461, -9.650505065917969, -4.359063625335693, -0.8047914505004883, -5.343613624572754, -3.5631017684936523, -2.4678335189819336, -7.5474853515625, -0.25401973724365234, -0.00446319580078125, -0.7587909698486328, -1.8097476959228516, -3.527125358581543, -4.9646453857421875, -2.9167165756225586, -0.23582744598388672, -0.1967449188232422, -0.018140792846679688, -2.5546064376831055, -3.397679328918457, -2.7289438247680664, -0.001251220703125, -0.0006313323974609375, -7.809897422790527, -9.229351043701172, -7.645377159118652, -4.478038787841797, -12.257743835449219]	[-0.9549703598022461, -9.650505065917969, -4.359063625335693, -0.8047914505004883, -5.343613624572754, -3.5631017684936523, -2.4678335189819336, -7.5474853515625, -0.25401973724365234, -0.00446319580078125, -0.7587909698486328, -1.8097476959228516, -3.527125358581543, -4.9646453857421875, -2.9167165756225586, -0.23582744598388672, -0.1967449188232422, -0.018140792846679688, -2.5546064376831055, -3.397679328918457, -2.7289438247680664, -0.001251220703125, -0.0006313323974609375, -7.809897422790527, -9.229351043701172, -6.783252716064453, -11.943720817565918, -13.641227722167969]	99.4811019897461	107.4681625366211	7.987060546875
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.571331024169922, -3.3013668060302734, -6.6764678955078125, -2.834329605102539, -6.691335201263428, -0.8749141693115234, -6.770329475402832, -6.696409225463867, -7.668618202209473, -6.162765979766846, -0.5228357315063477, -8.855658531188965, -4.130265712738037, -3.899935245513916, -8.928824424743652, -1.9178056716918945, -3.430051803588867, -6.060636043548584, -2.7939958572387695, -1.7606534957885742, -2.088716506958008, -6.270226001739502, -3.9121346473693848, -3.174422264099121, -4.687429904937744]	[-5.571331024169922, -3.3013668060302734, -7.688196182250977, -9.495474815368652, -7.820082187652588, -0.38921356201171875, -6.522086143493652, -5.716219902038574, -8.625419616699219, -6.37529182434082, -0.7742767333984375, -8.900959968566895, -4.133115291595459, -4.196026802062988, -9.385589599609375, -1.5990715026855469, -4.576063632965088, -5.392740726470947, -3.236875534057617, -1.6965932846069336, -2.033247947692871, -6.373573303222656, -3.723093032836914, -3.119384765625, -4.700253486633301]	115.68146514892578	125.34554290771484	9.664077758789062
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-6.411913871765137, -3.688443183898926, -3.473245143890381, -8.962303161621094, -7.889399528503418, -10.560870170593262, -0.4776439666748047, -11.207742691040039, -3.1455507278442383, -8.591927528381348, -5.767777442932129, -5.913571357727051, -2.361337661743164]	[-6.411913871765137, -12.515806198120117, -10.827523231506348, -8.600106239318848, -8.494819641113281, -4.407580852508545, -10.15105152130127, -2.1196069717407227, -9.341287612915039, -2.815251350402832, -8.680776596069336, -6.40478515625, -6.339097023010254, -3.732060432434082]	78.45172119140625	100.84165954589844	22.389938354492188
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.571331024169922, -3.3013668060302734, -6.6764678955078125, -2.834329605102539, -6.691335201263428, -0.8749141693115234, -6.770329475402832, -6.696409225463867, -7.668618202209473, -6.162765979766846, -0.5228357315063477, -8.855658531188965, -4.130265712738037, -3.899935245513916, -8.928824424743652, -1.9178056716918945, -3.430051803588867, -6.060636043548584, -2.7939958572387695, -1.7606534957885742, -2.088716506958008, -6.270226001739502, -3.9121346473693848, -3.174422264099121, -4.687429904937744]	[-5.571331024169922, -3.3013668060302734, -7.940618515014648, -9.92263412475586, -11.2129487991333, -6.038658142089844, -1.0477514266967773, -6.68419075012207, -5.671725273132324, -8.5525541305542, -5.618412494659424, -0.7066097259521484, -9.22415542602539, -4.744404315948486, -3.1031761169433594, -9.557902336120605, -1.988316535949707, -4.839737892150879, -5.959176540374756, -2.196096420288086, -1.4399852752685547, -2.4288558959960938, -6.2205705642700195, -3.1103014945983887, -3.6358423233032227, -5.3159260749816895]	115.68146514892578	136.0332489013672	20.351783752441406
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.293205261230469, -1.6481990814208984, -3.8037428855895996, -5.120896339416504, -4.828983306884766, -4.648577690124512, -5.145496368408203, -9.785283088684082, -9.182836532592773, -0.44629955291748047, -1.4424514770507812, -4.792997360229492, -14.05410099029541, -8.34007453918457, -12.309218406677246, -4.623113632202148, -1.9169769287109375, -11.53320026397705, -8.6987886428833]	[-4.293205261230469, -1.6481990814208984, -3.8037428855895996, -5.120896339416504, -4.828983306884766, -4.648577690124512, -5.145496368408203, -9.785283088684082, -9.182836532592773, -0.44629955291748047, -1.4424514770507812, -4.792997360229492, -14.05410099029541, -8.34007453918457, -12.309218406677246, -5.320184707641602, -9.635387420654297, -9.081236839294434, -10.322760581970215, -8.442936897277832]	116.61444854736328	132.64488220214844	16.030433654785156
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.7916374206542969, -1.0464715957641602, -5.26145076751709, -6.19809627532959, -1.5192947387695312, -2.8865180015563965, -7.473150730133057, -3.797915458679199, -5.07431173324585, -2.334383010864258, -7.694266319274902, -4.05415153503418, -0.4110698699951172, -13.181150436401367]	[-9.105685234069824, -8.275992393493652, -7.350855350494385, -6.214550018310547, -5.367608070373535, -0.6092748641967773, -3.323942184448242, -7.198038101196289, -4.301763534545898, -4.553417205810547, -1.8061113357543945, -8.281352043151855, -3.540548324584961, -0.4232749938964844, -13.347537994384766]	62.72386932373047	83.69995880126953	20.976089477539062
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-6.4119133949279785, -3.6884422302246094, -3.473245620727539, -8.96230411529541, -7.889397144317627, -10.560870170593262, -0.4776430130004883, -11.20773983001709, -3.1455488204956055, -7.746912002563477, -10.157662391662598, -5.9083356857299805]	[-6.4119133949279785, -12.51580810546875, -10.827522277832031, -8.600107192993164, -8.494819641113281, -4.407586574554443, -10.151050567626953, -2.1196069717407227, -9.341286659240723, -2.8152499198913574, -7.341788291931152, -10.776708602905273, -5.967210292816162]	79.63001251220703	99.7706527709961	20.140640258789062
