	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-12.311241149902344, -14.53835391998291, -6.3824782371521, -3.2156848907470703, -11.810412406921387, -12.53250789642334, -8.465620994567871, -11.494075775146484, -4.524450302124023, -12.233102798461914]	[-12.311241149902344, -14.53835391998291, -6.3824782371521, -3.2156848907470703, -11.810412406921387, -12.614184379577637, -10.423964500427246, -12.948872566223145, -5.005986213684082, -11.777045249938965]	97.50791931152344	101.0282211303711	3.5203018188476562
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.7976951599121094, -1.059342384338379, -5.624750137329102, -6.102650165557861, -2.2362937927246094, -2.4300622940063477, -7.867233753204346, -3.8790693283081055, -6.420474529266357, -2.5107545852661133, -8.237967491149902, -3.362820625305176, -0.3781852722167969, -12.159987449645996]	[-8.000374794006348, -2.352191925048828, -6.496555328369141, -5.785111427307129, -1.815516471862793, -3.0019493103027344, -7.8376007080078125, -4.200079441070557, -6.50999641418457, -2.0825014114379883, -8.494524002075195, -3.5512313842773438, -0.2717552185058594, -12.100019454956055]	64.0672836303711	72.49940490722656	8.432121276855469
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.067069053649902, -1.5717649459838867, -3.0955657958984375, -5.059792518615723, -4.147542953491211, -4.3665995597839355, -6.055476665496826, -9.336763381958008, -8.621898651123047, -0.4487180709838867, -1.449930191040039, -5.031968116760254, -14.200801849365234, -8.27124309539795, -12.020581245422363, -4.5378217697143555, -1.9069461822509766, -12.102545738220215, -8.387361526489258]	[-4.067069053649902, -1.5717649459838867, -3.0955657958984375, -5.059792518615723, -4.147542953491211, -4.3665995597839355, -6.055476665496826, -9.336763381958008, -8.621898651123047, -0.4487180709838867, -1.449930191040039, -5.031968116760254, -14.200801849365234, -8.27124309539795, -12.020581245422363, -4.455778121948242, -9.26162338256836, -10.911931991577148, -8.458499908447266]	114.68038940429688	120.83354187011719	6.1531524658203125
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-0.886967658996582, -9.200464248657227, -3.9171414375305176, -0.9513282775878906, -5.727884769439697, -4.606779098510742, -2.7774248123168945, -7.634271144866943, -0.3318319320678711, -0.009863853454589844, -0.4429197311401367, -1.941162109375, -3.133814811706543, -4.9112043380737305, -3.062713623046875, -0.31825923919677734, -0.3000335693359375, -0.04598712921142578, -2.808135986328125, -4.0466413497924805, -3.1120567321777344, -0.027019500732421875, -0.00402069091796875, -6.020329475402832, -8.637392044067383, -7.958318710327148, -3.334841728210449, -13.525774955749512]	[-0.886967658996582, -9.200464248657227, -3.9171414375305176, -0.9513282775878906, -5.727884769439697, -4.606779098510742, -2.7774248123168945, -7.634271144866943, -0.3318319320678711, -0.009863853454589844, -0.4429197311401367, -1.941162109375, -3.133814811706543, -4.9112043380737305, -3.062713623046875, -0.31825923919677734, -0.3000335693359375, -0.04598712921142578, -2.808135986328125, -4.0466413497924805, -3.1120567321777344, -0.027019500732421875, -0.00402069091796875, -6.020329475402832, -8.637392044067383, -6.8115739822387695, -10.269865036010742, -14.366617202758789]	99.67459106445312	106.3037109375	6.629119873046875
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.883065223693848, -3.45808744430542, -7.697671890258789, -2.764585494995117, -6.626574516296387, -0.7288656234741211, -6.278142929077148, -6.579096794128418, -8.012186050415039, -6.806636333465576, -0.5361433029174805, -8.524317741394043, -3.8579788208007812, -4.603694915771484, -9.17724323272705, -1.7008552551269531, -3.8349790573120117, -6.696041107177734, -3.532902717590332, -1.5281906127929688, -3.087862014770508, -6.660003662109375, -4.440267086029053, -3.2453231811523438, -4.461556911468506]	[-5.883065223693848, -3.45808744430542, -8.930035591125488, -8.052624702453613, -7.32795524597168, -0.33021068572998047, -6.180148124694824, -5.976917266845703, -9.054178237915039, -7.02149772644043, -0.6726417541503906, -8.464004516601562, -4.355739593505859, -4.694992542266846, -9.612077713012695, -1.4628372192382812, -4.719938278198242, -6.377676963806152, -3.477825164794922, -1.5287914276123047, -3.0102100372314453, -7.032142639160156, -4.055996417999268, -3.087198257446289, -4.372738838195801]	120.72227478027344	129.13951110839844	8.417236328125
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-7.0710625648498535, -3.585489273071289, -3.2618799209594727, -9.137804985046387, -6.138217926025391, -10.921422958374023, -0.785731315612793, -11.502839088439941, -2.4556398391723633, -8.85645580291748, -4.269058704376221, -5.256108283996582, -4.095827102661133]	[-7.0710625648498535, -12.43004035949707, -9.608363151550293, -8.330099105834961, -8.280122756958008, -4.109016418457031, -9.429295539855957, -1.6737031936645508, -10.160370826721191, -2.2843427658081055, -8.988073348999023, -5.135061264038086, -5.5830979347229, -5.344793319702148]	77.33753204345703	98.42745208740234	21.089920043945312
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.883065223693848, -3.45808744430542, -7.697671890258789, -2.764585494995117, -6.626574516296387, -0.7288656234741211, -6.278142929077148, -6.579096794128418, -8.012186050415039, -6.806636333465576, -0.5361433029174805, -8.524317741394043, -3.8579788208007812, -4.603694915771484, -9.17724323272705, -1.7008552551269531, -3.8349790573120117, -6.696041107177734, -3.532902717590332, -1.5281906127929688, -3.087862014770508, -6.660003662109375, -4.440267086029053, -3.2453231811523438, -4.461556911468506]	[-5.883065223693848, -3.45808744430542, -8.341839790344238, -8.297272682189941, -10.602460861206055, -6.175841331481934, -0.3960847854614258, -6.114181995391846, -6.264963626861572, -8.698243141174316, -6.55061674118042, -0.6073884963989258, -8.525188446044922, -4.8213653564453125, -4.215147018432617, -9.673184394836426, -1.7754945755004883, -4.687796592712402, -6.876725673675537, -2.6134185791015625, -1.4580707550048828, -3.136322021484375, -7.42201042175293, -3.8171987533569336, -3.4177160263061523, -4.776343822479248]	120.72227478027344	138.6060333251953	17.883758544921875
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.067069053649902, -1.5717649459838867, -3.0955657958984375, -5.059792518615723, -4.147542953491211, -4.3665995597839355, -6.055476665496826, -9.336763381958008, -8.621898651123047, -0.4487180709838867, -1.449930191040039, -5.031968116760254, -14.200801849365234, -8.27124309539795, -12.020581245422363, -4.5378217697143555, -1.9069461822509766, -12.102545738220215, -8.387361526489258]	[-4.067069053649902, -1.5717649459838867, -3.0955657958984375, -5.059792518615723, -4.147542953491211, -4.3665995597839355, -6.055476665496826, -9.336763381958008, -8.621898651123047, -0.4487180709838867, -1.449930191040039, -5.031968116760254, -14.200801849365234, -8.27124309539795, -12.020581245422363, -5.776656150817871, -9.866455078125, -8.811507225036621, -10.79603099822998, -7.079461097717285]	114.68038940429688	130.07582092285156	15.395431518554688
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.7976932525634766, -1.0593433380126953, -5.62475061416626, -6.10264778137207, -2.2362937927246094, -2.4300613403320312, -7.8672332763671875, -3.8790721893310547, -6.420472145080566, -2.510756492614746, -8.237967491149902, -3.3628177642822266, -0.37818431854248047, -12.159988403320312]	[-8.492897033691406, -8.028453826904297, -6.904327392578125, -6.371057987213135, -5.47389030456543, -1.4996700286865234, -2.8012990951538086, -7.637165069580078, -4.979966163635254, -6.240668296813965, -2.2360591888427734, -8.585748672485352, -3.0701169967651367, -0.4545717239379883, -11.985198020935059]	64.0672836303711	84.76109313964844	20.693809509277344
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-7.0710649490356445, -3.5854902267456055, -3.2618789672851562, -9.137804985046387, -6.138216972351074, -10.921422004699707, -0.785731315612793, -11.502836227416992, -2.4556427001953125, -7.0897722244262695, -9.547430992126465, -3.8005738258361816]	[-7.0710649490356445, -12.430039405822754, -9.608363151550293, -8.33010196685791, -8.280123710632324, -4.109012603759766, -9.42929458618164, -1.6737041473388672, -10.160371780395508, -2.284343719482422, -7.030528545379639, -10.269514083862305, -3.479363441467285]	75.29786682128906	94.15582275390625	18.857955932617188
