	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-13.141517639160156, -14.766793251037598, -9.27585220336914, -13.64336109161377, -8.965482711791992, -11.639883041381836, -9.84395980834961, -6.32045841217041, -14.667245864868164]	[-13.141517639160156, -14.766793251037598, -9.27585220336914, -13.64336109161377, -10.96710205078125, -10.946648597717285, -9.345391273498535, -6.271768569946289, -14.564922332763672]	102.26456451416016	102.92335510253906	0.6587905883789062
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.681462287902832, -4.404051780700684, -7.37767219543457, -8.305183410644531, -2.1968231201171875, -2.658540725708008, -11.875287055969238, -8.310622215270996, -1.5744237899780273, -11.957945823669434, -12.26526165008545]	[-7.707336902618408, -5.6544928550720215, -7.479679584503174, -7.882214546203613, -2.2399425506591797, -2.5367650985717773, -12.01450252532959, -8.332427978515625, -1.5453853607177734, -12.083213806152344, -12.097593307495117]	72.6072769165039	79.57355499267578	6.966278076171875
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.552907943725586, -2.0055313110351562, -4.215714454650879, -6.159534454345703, -5.543009281158447, -4.697053909301758, -8.304448127746582, -7.959908485412598, -9.036598205566406, -1.6249523162841797, -4.918007850646973, -13.642376899719238, -8.043301582336426, -11.096087455749512, -4.249843120574951, -4.457470893859863, -15.07503890991211, -8.033284187316895]	[-5.552907943725586, -2.0055313110351562, -4.215714454650879, -6.159534454345703, -5.543009281158447, -4.697053909301758, -8.304448127746582, -7.959908485412598, -9.036598205566406, -1.6249523162841797, -4.918007850646973, -13.642376899719238, -8.043301582336426, -11.096087455749512, -5.519023895263672, -4.41799259185791, -14.899731636047363, -8.041624069213867]	124.61507415771484	125.67780303955078	1.0627288818359375
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-0.8540449142456055, -12.365500450134277, -9.399589538574219, -5.038693428039551, -3.7163424491882324, -10.208949089050293, -2.660114288330078, -3.0978879928588867, -10.035487174987793, -5.779637336730957, -3.61592960357666, -8.726160049438477, -7.094625473022461, -6.331236839294434, -5.6455864906311035, -4.288993835449219, -15.66696548461914]	[-0.8540449142456055, -12.365500450134277, -9.399589538574219, -5.038693428039551, -3.7163424491882324, -10.208949089050293, -2.660114288330078, -3.0978879928588867, -10.035487174987793, -5.779637336730957, -3.61592960357666, -8.726160049438477, -7.094625473022461, -6.331236839294434, -9.685959815979004, -5.301947593688965, -15.532079696655273]	114.52574157714844	119.44418334960938	4.9184417724609375
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-3.4403257369995117, -5.9295654296875, -2.8731517791748047, -8.071681022644043, -11.66574478149414, -7.44681453704834, -5.370790958404541, -0.7223043441772461, -10.664233207702637, -9.375814437866211, -13.462084770202637, -2.340764045715332, -8.9232177734375, -1.8321857452392578, -9.235142707824707, -4.1387224197387695, -10.530085563659668, -4.731901168823242]	[-3.4403257369995117, -11.331467628479004, -3.306797981262207, -8.001581192016602, -11.752859115600586, -7.572102069854736, -5.506863594055176, -0.700251579284668, -10.648136138916016, -9.298524856567383, -13.396978378295898, -2.457028388977051, -8.933893203735352, -1.7600555419921875, -9.19054126739502, -4.096303939819336, -10.514143943786621, -4.758397579193115]	120.75453186035156	126.666259765625	5.9117279052734375
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-4.441570281982422, -4.499397277832031, -2.437103271484375, -8.584410667419434, -5.29965353012085, -10.884695053100586, -12.771967887878418, -4.907925128936768, -13.18949031829834, -8.04532527923584, -12.1687593460083]	[-4.441570281982422, -9.173421859741211, -8.11408519744873, -5.472487449645996, -8.450772285461426, -5.342638969421387, -11.422979354858398, -12.069024085998535, -5.3980512619018555, -13.20344352722168, -7.444120407104492, -11.970328330993652]	87.23030090332031	102.50292205810547	15.272621154785156
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-3.4403257369995117, -5.9295654296875, -2.8731517791748047, -8.071681022644043, -11.66574478149414, -7.44681453704834, -5.370790958404541, -0.7223043441772461, -10.664233207702637, -9.375814437866211, -13.462084770202637, -2.340764045715332, -8.9232177734375, -1.8321857452392578, -9.235142707824707, -4.1387224197387695, -10.530085563659668, -4.731901168823242]	[-3.4403257369995117, -9.045491218566895, -7.443027496337891, -6.456779956817627, -7.884419918060303, -11.775842666625977, -7.159760475158691, -5.842665672302246, -0.7453727722167969, -10.577173233032227, -9.445566177368164, -13.532526016235352, -2.5366592407226562, -9.050527572631836, -1.8884334564208984, -9.252485275268555, -4.005046367645264, -10.606779098510742, -4.631817817687988]	120.75453186035156	135.32070922851562	14.566177368164062
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.552907943725586, -2.0055313110351562, -4.215714454650879, -6.159534454345703, -5.543009281158447, -4.697053909301758, -8.304448127746582, -7.959908485412598, -9.036598205566406, -1.6249523162841797, -4.918007850646973, -13.642376899719238, -8.043301582336426, -11.096087455749512, -4.249843120574951, -4.457470893859863, -15.07503890991211, -8.033284187316895]	[-5.552907943725586, -2.0055313110351562, -4.215714454650879, -6.159534454345703, -5.543009281158447, -4.697053909301758, -8.304448127746582, -7.959908485412598, -9.036598205566406, -1.6249523162841797, -4.918007850646973, -13.642376899719238, -8.043301582336426, -11.096087455749512, -7.8877081871032715, -8.547576904296875, -8.74760913848877, -15.015296936035156, -8.153688430786133]	124.61507415771484	141.15130615234375	16.536231994628906
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-1.681462287902832, -4.404051780700684, -7.37767219543457, -8.305183410644531, -2.196822166442871, -2.658541679382324, -11.875287055969238, -8.310622215270996, -1.5744237899780273, -11.957945823669434, -12.265262603759766]	[-8.384886741638184, -7.066111087799072, -7.857085227966309, -9.78092098236084, -7.955006122589111, -2.4374074935913086, -2.3410301208496094, -12.015423774719238, -8.071653366088867, -1.567164421081543, -12.050980567932129, -11.536669731140137]	72.6072769165039	91.06434631347656	18.457069396972656
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-4.441569805145264, -4.499396324157715, -2.437103271484375, -8.584410667419434, -5.299654006958008, -10.884695053100586, -12.771968841552734, -4.907924652099609, -10.361837387084961, -12.02964973449707]	[-4.441569805145264, -9.173421859741211, -8.11408519744873, -5.472487449645996, -8.450772285461426, -5.342639923095703, -11.422979354858398, -12.069024085998535, -5.398052215576172, -10.350295066833496, -12.070730209350586]	76.21821594238281	92.30606079101562	16.087844848632812
