	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-13.200130462646484, -12.651432037353516, -9.719697952270508, -11.506550788879395, -12.053826332092285, -10.211112976074219, -11.719310760498047, -7.773166656494141, -11.421224594116211]	[-13.200130462646484, -12.651432037353516, -9.719697952270508, -11.506550788879395, -10.177044868469238, -9.940614700317383, -11.420310974121094, -7.594893455505371, -11.228096961975098]	100.25645446777344	97.43876647949219	-2.81768798828125
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-2.151124954223633, -0.7818069458007812, -6.966897964477539, -4.3645710945129395, -1.1278314590454102, -2.260392189025879, -11.758745193481445, -4.908573150634766, -1.1718387603759766, -9.815801620483398, -10.807674407958984]	[-8.771183013916016, -2.1767215728759766, -7.43776798248291, -4.021005630493164, -1.220677375793457, -2.4160985946655273, -11.784637451171875, -5.0533623695373535, -1.1090583801269531, -9.7045259475708, -10.91279125213623]	56.11525344848633	64.60782623291016	8.492572784423828
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.109724521636963, -1.5359430313110352, -4.590778827667236, -6.098221778869629, -5.480497360229492, -4.406644344329834, -5.517399787902832, -8.460325241088867, -9.9091157913208, -0.882908821105957, -5.89122200012207, -14.851237297058105, -10.287454605102539, -9.419964790344238, -4.445835113525391, -2.6604175567626953, -12.421257972717285, -9.000040054321289]	[-6.109724521636963, -1.5359430313110352, -4.590778827667236, -6.098221778869629, -5.480497360229492, -4.406644344329834, -5.517399787902832, -8.460325241088867, -9.9091157913208, -0.882908821105957, -5.89122200012207, -14.851237297058105, -10.287454605102539, -9.419964790344238, -4.849586486816406, -6.2085113525390625, -11.708619117736816, -8.9756498336792]	121.96898651123047	125.18380737304688	3.2148208618164062
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-1.2129697799682617, -11.571833610534668, -8.991386413574219, -3.948366165161133, -3.0917510986328125, -6.646965026855469, -2.06817626953125, -2.980900764465332, -8.078227043151855, -0.978057861328125, -2.163095474243164, -7.343182563781738, -7.768667697906494, -6.963470458984375, -6.877530097961426, -2.6489200592041016, -16.175743103027344]	[-1.2129697799682617, -11.571833610534668, -8.991386413574219, -3.948366165161133, -3.0917510986328125, -6.646965026855469, -2.06817626953125, -2.980900764465332, -8.078227043151855, -0.978057861328125, -2.163095474243164, -7.343182563781738, -7.768667697906494, -6.963470458984375, -8.362926483154297, -4.864349842071533, -15.51242446899414]	99.50924682617188	102.54676055908203	3.0375137329101562
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.22101354598999, -4.01829195022583, -2.5475873947143555, -6.554745674133301, -11.987680435180664, -7.204286575317383, -7.794431686401367, -0.543055534362793, -8.060380935668945, -5.3222856521606445, -13.349332809448242, -4.5470685958862305, -7.223816871643066, -2.7140731811523438, -6.090140342712402, -4.631616115570068, -8.11471176147461, -5.437995910644531]	[-4.22101354598999, -9.897854804992676, -4.233523845672607, -6.151863098144531, -11.652864456176758, -7.014548301696777, -8.266048431396484, -0.5524263381958008, -7.987140655517578, -5.315720558166504, -12.58565616607666, -4.500819206237793, -7.281613349914551, -2.6268434524536133, -6.161192893981934, -4.695247650146484, -8.189874649047852, -5.352106094360352]	110.3625259399414	116.68635559082031	6.323829650878906
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-4.3121724128723145, -5.096771717071533, -3.7843408584594727, -9.990970611572266, -5.335848808288574, -13.036759376525879, -14.296134948730469, -5.737880706787109, -11.999554634094238, -10.81271743774414, -10.232101440429688]	[-4.3121724128723145, -10.17670726776123, -8.094005584716797, -7.9409685134887695, -9.659067153930664, -4.583820343017578, -13.401422500610352, -13.828024864196777, -6.115157127380371, -11.670334815979004, -11.469265937805176, -9.56987190246582]	94.63525390625	110.82081604003906	16.185562133789062
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-4.22101354598999, -4.01829195022583, -2.5475873947143555, -6.554745674133301, -11.987680435180664, -7.204286575317383, -7.794431686401367, -0.543055534362793, -8.060380935668945, -5.3222856521606445, -13.349332809448242, -4.5470685958862305, -7.223816871643066, -2.7140731811523438, -6.090140342712402, -4.631616115570068, -8.11471176147461, -5.437995910644531]	[-4.22101354598999, -10.239740371704102, -10.794235229492188, -7.187715530395508, -6.24862003326416, -11.703410148620605, -7.362517356872559, -8.13455581665039, -0.4975595474243164, -8.119001388549805, -4.981175422668457, -12.52802562713623, -4.458136081695557, -7.436435699462891, -2.981724739074707, -5.844608783721924, -4.712398529052734, -8.450478553771973, -5.99816370010376]	110.3625259399414	131.89950561523438	21.53697967529297
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.109724521636963, -1.5359430313110352, -4.590778827667236, -6.098221778869629, -5.480497360229492, -4.406644344329834, -5.517399787902832, -8.460325241088867, -9.9091157913208, -0.882908821105957, -5.89122200012207, -14.851237297058105, -10.287454605102539, -9.419964790344238, -4.445835113525391, -2.6604175567626953, -12.421257972717285, -9.000040054321289]	[-6.109724521636963, -1.5359430313110352, -4.590778827667236, -6.098221778869629, -5.480497360229492, -4.406644344329834, -5.517399787902832, -8.460325241088867, -9.9091157913208, -0.882908821105957, -5.89122200012207, -14.851237297058105, -10.287454605102539, -9.419964790344238, -6.726662635803223, -8.070837020874023, -6.292050838470459, -10.1995210647583, -8.550127029418945]	121.96898651123047	133.2806396484375	11.311653137207031
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-2.151124954223633, -0.7818078994750977, -6.9668989181518555, -4.3645710945129395, -1.1278314590454102, -2.260392189025879, -11.758745193481445, -4.908572196960449, -1.1718387603759766, -9.815801620483398, -10.8076753616333]	[-9.763567924499512, -10.061598777770996, -3.845710277557373, -7.5186381340026855, -3.805842399597168, -1.4197463989257812, -2.6225576400756836, -12.016646385192871, -4.458250045776367, -1.248610496520996, -10.207903861999512, -11.086324691772461]	56.11526107788086	78.0553970336914	21.940135955810547
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-4.312172889709473, -5.096770286560059, -3.784341812133789, -9.990970611572266, -5.335848331451416, -13.036758422851562, -14.296134948730469, -5.737879753112793, -9.43231201171875, -10.123810768127441]	[-4.312172889709473, -10.17670726776123, -8.09400463104248, -7.940969467163086, -9.65906810760498, -4.583820819854736, -13.401422500610352, -13.828023910522461, -6.1151556968688965, -9.37962532043457, -10.132011413574219]	81.1469955444336	97.62298583984375	16.475990295410156
