	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-14.342596054077148, -15.344688415527344, -7.907600402832031, -13.641243934631348, -12.874576568603516, -9.774377822875977, -11.909075736999512, -6.724056243896484, -8.638521194458008]	[-14.342596054077148, -15.344688415527344, -7.907600402832031, -13.641243934631348, -16.16014862060547, -9.027387619018555, -10.999557495117188, -6.776081085205078, -7.653960704803467]	101.15672302246094	101.853271484375	0.6965484619140625
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-2.414353370666504, -1.240854263305664, -7.074887275695801, -6.294742584228516, -1.2233057022094727, -2.888798713684082, -12.075738906860352, -8.466728210449219, -0.9595279693603516, -10.141265869140625, -12.44253158569336]	[-8.52733039855957, -1.8851251602172852, -6.44459867477417, -6.817389965057373, -1.336838722229004, -3.0774993896484375, -12.434417724609375, -8.711536407470703, -0.9499568939208984, -10.09886360168457, -12.028533935546875]	65.22273254394531	72.31208801269531	7.08935546875
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.024539470672607, -2.620574951171875, -4.024183750152588, -6.089779853820801, -6.1951422691345215, -4.077810287475586, -5.495591163635254, -9.6694917678833, -10.539752006530762, -3.8633928298950195, -3.3244428634643555, -12.97726821899414, -12.483123779296875, -12.747139930725098, -3.0976009368896484, -2.7122631072998047, -13.020865440368652, -6.148320198059082]	[-6.024539470672607, -2.620574951171875, -4.024183750152588, -6.089779853820801, -6.1951422691345215, -4.077810287475586, -5.495591163635254, -9.6694917678833, -10.539752006530762, -3.8633928298950195, -3.3244428634643555, -12.97726821899414, -12.483123779296875, -12.747139930725098, -4.860536098480225, -6.634652137756348, -11.00790786743164, -6.239853382110596]	125.11128234863281	128.8751678466797	3.763885498046875
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-0.9430150985717773, -13.167150497436523, -6.859233856201172, -3.5312423706054688, -2.2609615325927734, -6.026328086853027, -2.7357616424560547, -2.3925743103027344, -7.740644931793213, -1.8499336242675781, -3.504643440246582, -7.093565940856934, -6.720916271209717, -8.929732322692871, -7.705165863037109, -4.139220237731934, -14.239458084106445]	[-0.9430150985717773, -13.167150497436523, -6.859233856201172, -3.5312423706054688, -2.2609615325927734, -6.026328086853027, -2.7357616424560547, -2.3925743103027344, -7.740644931793213, -1.8499336242675781, -3.504643440246582, -7.093565940856934, -6.720916271209717, -8.929732322692871, -7.706966400146484, -8.283245086669922, -13.930829048156738]	99.83954620361328	103.67675018310547	3.8372039794921875
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.267598628997803, -6.016994476318359, -2.9444236755371094, -6.804266929626465, -13.370588302612305, -9.848258972167969, -7.181705474853516, -0.4562034606933594, -8.029394149780273, -6.0780487060546875, -8.766358375549316, -3.7615294456481934, -6.345842361450195, -1.9471969604492188, -4.227886199951172, -6.325356960296631, -7.476402282714844, -2.340460777282715]	[-5.267598628997803, -10.9988431930542, -3.6164445877075195, -4.679420471191406, -12.820966720581055, -11.549760818481445, -7.263134002685547, -0.5845108032226562, -7.558399200439453, -6.129453182220459, -8.603602409362793, -3.524155616760254, -6.345412731170654, -1.7820301055908203, -4.254288673400879, -6.526402950286865, -7.764667510986328, -1.8348350524902344]	107.18851470947266	111.10392761230469	3.9154129028320312
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-5.428099632263184, -5.059025764465332, -3.0459203720092773, -11.108366012573242, -5.336029529571533, -11.088225364685059, -12.716157913208008, -6.433423042297363, -10.25833511352539, -6.433302879333496, -12.2454833984375]	[-5.428099632263184, -12.276402473449707, -3.415740966796875, -8.953073501586914, -10.8900146484375, -4.622746467590332, -11.43812084197998, -12.53916072845459, -8.298774719238281, -10.430604934692383, -5.86558723449707, -12.474519729614258]	89.15237426757812	106.63285064697266	17.48047637939453
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.267598628997803, -6.016994476318359, -2.9444236755371094, -6.804266929626465, -13.370588302612305, -9.848258972167969, -7.181705474853516, -0.4562034606933594, -8.029394149780273, -6.0780487060546875, -8.766358375549316, -3.7615294456481934, -6.345842361450195, -1.9471969604492188, -4.227886199951172, -6.325356960296631, -7.476402282714844, -2.340460777282715]	[-5.267598628997803, -10.030065536499023, -3.6076154708862305, -8.826411247253418, -5.063328266143799, -12.477553367614746, -11.723517417907715, -7.943484306335449, -0.5890178680419922, -8.019840240478516, -6.138840675354004, -7.589515209197998, -3.842792510986328, -6.503846168518066, -2.630504608154297, -4.001958847045898, -6.253819465637207, -7.718688488006592, -3.23846435546875]	107.18851470947266	121.46685791015625	14.278343200683594
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.024539470672607, -2.620574951171875, -4.024183750152588, -6.089779853820801, -6.1951422691345215, -4.077810287475586, -5.495591163635254, -9.6694917678833, -10.539752006530762, -3.8633928298950195, -3.3244428634643555, -12.97726821899414, -12.483123779296875, -12.747139930725098, -3.0976009368896484, -2.7122631072998047, -13.020865440368652, -6.148320198059082]	[-6.024539470672607, -2.620574951171875, -4.024183750152588, -6.089779853820801, -6.1951422691345215, -4.077810287475586, -5.495591163635254, -9.6694917678833, -10.539752006530762, -3.8633928298950195, -3.3244428634643555, -12.97726821899414, -12.483123779296875, -12.747139930725098, -6.680458068847656, -6.2369818687438965, -7.911767482757568, -11.632406234741211, -4.824859619140625]	125.11128234863281	137.418701171875	12.307418823242188
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-2.414353370666504, -1.2408523559570312, -7.074886798858643, -6.294744491577148, -1.223306655883789, -2.8887977600097656, -12.075736999511719, -8.466728210449219, -0.9595279693603516, -10.141266822814941, -12.44253158569336]	[-8.315024375915527, -4.5882158279418945, -6.948081016540527, -6.495523452758789, -6.322629928588867, -2.440730094909668, -3.6597537994384766, -12.323073387145996, -9.646933555603027, -0.6580228805541992, -9.737283706665039, -12.548355102539062]	65.22273254394531	83.68362426757812	18.460891723632812
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-5.4281005859375, -5.059026718139648, -3.0459165573120117, -11.108362197875977, -5.336030006408691, -11.088223457336426, -12.716158866882324, -6.433423042297363, -8.890792846679688, -12.934333801269531]	[-5.4281005859375, -12.27640151977539, -3.415741443634033, -8.953073501586914, -10.890013694763184, -4.622748374938965, -11.43812084197998, -12.539161682128906, -8.298774719238281, -8.551843643188477, -12.70529556274414]	82.04037475585938	99.11927795410156	17.078903198242188
