	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
0	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	am	3 -> 1	Yes, lovely creature,	Yes, lovely creature, am n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-9.486861228942871, -10.79227352142334, -8.621829986572266, -9.592339515686035, -8.960302352905273, -9.256156921386719, -9.18889045715332, -9.858755111694336, -8.972193717956543]	[-9.486861228942871, -10.79227352142334, -8.621829986572266, -9.592339515686035, -9.27783203125, -9.37950611114502, -9.212727546691895, -10.014012336730957, -8.898955345153809]	84.72959899902344	85.2763442993164	0.5467453002929688
1	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	There	There am no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-8.126091957092285, -9.79145622253418, -9.313880920410156, -9.679719924926758, -9.389800071716309, -8.98836898803711, -9.350873947143555, -8.90197467803955, -9.921781539916992, -8.911690711975098, -9.54934310913086, -9.07985782623291, -9.415777206420898]	[-9.03547191619873, -9.792924880981445, -9.311344146728516, -9.701279640197754, -9.199414253234863, -8.60941219329834, -9.278116226196289, -8.993062973022461, -10.114049911499023, -9.11059856414795, -9.692351341247559, -8.989205360412598, -9.371649742126465]	120.42062377929688	121.19889068603516	0.7782669067382812
2	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How am he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-9.876168251037598, -9.04851245880127, -8.351788520812988, -8.783985137939453, -10.357281684875488, -9.581391334533691, -8.639577865600586, -9.45506763458252, -9.42510986328125, -9.603476524353027, -9.687227249145508, -8.602090835571289, -9.371966361999512, -9.191516876220703, -9.897647857666016, -9.51742172241211, -9.435271263122559, -9.837977409362793]	[-9.876168251037598, -9.04851245880127, -8.351788520812988, -8.783985137939453, -10.357281684875488, -9.581391334533691, -8.639577865600586, -9.45506763458252, -9.42510986328125, -9.603476524353027, -9.687227249145508, -8.602090835571289, -9.371966361999512, -9.191516876220703, -9.50566291809082, -9.395776748657227, -9.34241008758545, -9.919918060302734]	168.66348266601562	168.13893127441406	-0.5245513916015625
3	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	am	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or am it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-9.009502410888672, -9.42659854888916, -8.830357551574707, -8.207919120788574, -9.326051712036133, -9.551626205444336, -8.374070167541504, -9.651535034179688, -9.692137718200684, -9.128509521484375, -9.208740234375, -9.529314041137695, -8.643964767456055, -8.094244956970215, -10.095708847045898, -9.145624160766602, -8.447172164916992, -9.595821380615234, -9.630706787109375, -9.555688858032227, -9.524815559387207, -9.074459075927734, -8.329421043395996, -9.907151222229004, -9.518478393554688]	[-9.009502410888672, -9.42659854888916, -8.830357551574707, -8.207919120788574, -9.326051712036133, -9.551626205444336, -8.374070167541504, -9.651535034179688, -9.692137718200684, -9.128509521484375, -9.208740234375, -9.529314041137695, -8.643964767456055, -8.094244956970215, -10.095708847045898, -9.145624160766602, -8.447172164916992, -9.595821380615234, -9.630706787109375, -9.555688858032227, -9.524815559387207, -9.074459075927734, -8.713485717773438, -10.112176895141602, -9.517597198486328]	229.49960327148438	230.08779907226562	0.58819580078125
4	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	Among them	Among them am the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-8.956535339355469, -9.282604217529297, -9.379243850708008, -9.079720497131348, -8.948177337646484, -9.712615013122559, -9.168366432189941, -10.200723648071289, -9.821905136108398, -8.616272926330566, -9.225985527038574, -9.530430793762207, -10.267192840576172, -8.510284423828125, -9.761643409729004, -9.027141571044922, -9.998387336730957, -8.742450714111328, -9.899751663208008, -9.622075080871582, -10.060832977294922]	[-8.956535339355469, -9.282604217529297, -8.615431785583496, -8.84619426727295, -8.825288772583008, -9.822380065917969, -9.093188285827637, -10.277135848999023, -9.682543754577637, -8.528051376342773, -9.380908012390137, -9.631173133850098, -9.979883193969727, -8.67935848236084, -9.876014709472656, -9.00396728515625, -9.963447570800781, -8.7455472946167, -9.90838623046875, -9.709070205688477, -10.085963249206543]	197.81231689453125	196.89308166503906	-0.9192352294921875
5	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-8.254472732543945, -8.987825393676758, -8.765743255615234, -9.945698738098145, -9.724797248840332, -9.869181632995605, -9.983652114868164, -9.047918319702148, -9.41219425201416, -10.11279296875, -9.287349700927734, -9.495617866516113, -9.149991989135742]	[-8.254472732543945, -9.549552917480469, -9.618475914001465, -8.826951026916504, -9.692887306213379, -9.549152374267578, -9.442679405212402, -9.7127103805542, -9.284677505493164, -9.92774772644043, -9.536541938781738, -9.227158546447754, -9.766800880432129, -9.532255172729492]	122.03723907470703	131.92205810546875	9.884819030761719
6	Among them is the former cloister from the abbey church of St. Peter and Paul.	is	2			cloister	5	{'Number': 'Sing', 'lemma': 'cloister'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	Among them	Among them 'm the former cloister from the abbey church of St. Peter and Paul.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-8.956535339355469, -9.282604217529297, -9.379243850708008, -9.079720497131348, -8.948177337646484, -9.712615013122559, -9.168366432189941, -10.200723648071289, -9.821905136108398, -8.616272926330566, -9.225985527038574, -9.530430793762207, -10.267192840576172, -8.510284423828125, -9.761643409729004, -9.027141571044922, -9.998387336730957, -8.742450714111328, -9.899751663208008, -9.622075080871582, -10.060832977294922]	[-8.956535339355469, -9.282604217529297, -9.047780990600586, -10.18112564086914, -8.775070190429688, -8.388513565063477, -9.313793182373047, -9.78012752532959, -10.00761604309082, -9.620152473449707, -8.981388092041016, -9.790627479553223, -9.073410987854004, -9.678083419799805, -8.947698593139648, -9.86179256439209, -8.893614768981934, -9.921788215637207, -9.144957542419434, -9.447463035583496, -9.745173454284668, -9.405874252319336]	197.81231689453125	206.24517822265625	8.432861328125
7	Right up to a week after my birth he continued to say, 'How is he?'	is	15			he	16	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}	AUX	-1	[]	"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Right up to a week after my birth he continued to say, 'How	Right up to a week after my birth he continued to say, 'How 'm he?'	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-9.876168251037598, -9.04851245880127, -8.351788520812988, -8.783985137939453, -10.357281684875488, -9.581391334533691, -8.639577865600586, -9.45506763458252, -9.42510986328125, -9.603476524353027, -9.687227249145508, -8.602090835571289, -9.371966361999512, -9.191516876220703, -9.897647857666016, -9.51742172241211, -9.435271263122559, -9.837977409362793]	[-9.876168251037598, -9.04851245880127, -8.351788520812988, -8.783985137939453, -10.357281684875488, -9.581391334533691, -8.639577865600586, -9.45506763458252, -9.42510986328125, -9.603476524353027, -9.687227249145508, -8.602090835571289, -9.371966361999512, -9.191516876220703, -9.147695541381836, -9.52604866027832, -9.087454795837402, -9.529722213745117, -9.654870986938477]	168.66348266601562	176.92095947265625	8.257476806640625
8	There is no easy answer to the painful issue of abortion.	is	1			answer	4	{'Number': 'Sing', 'lemma': 'answer'}	NOUN	is	1	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-3	[]	{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	There	There 'm no easy answer to the painful issue of abortion.	[]	[]	0	0	0	False	False	False	0.1071428571428571	SV-P	eng	3	1	VS	verb	+	[-8.126091957092285, -9.791455268859863, -9.313880920410156, -9.679719924926758, -9.389800071716309, -8.98836898803711, -9.350873947143555, -8.901973724365234, -9.921781539916992, -8.911690711975098, -9.54934310913086, -9.07985782623291, -9.415777206420898]	[-9.412906646728516, -9.942888259887695, -9.79611873626709, -9.024109840393066, -9.857627868652344, -9.263240814208984, -9.018199920654297, -8.705196380615234, -9.007987022399902, -10.20423412322998, -9.305326461791992, -9.247207641601562, -9.252145767211914, -9.463738441467285]	120.42062377929688	131.5009307861328	11.080307006835938
9	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	'm	3 -> 1	how much	how much 'm a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-8.254472732543945, -8.987826347351074, -8.765743255615234, -9.945697784423828, -9.724797248840332, -9.869180679321289, -9.983652114868164, -9.047918319702148, -9.41219425201416, -9.128032684326172, -8.79301643371582]	[-8.254472732543945, -9.549553871154785, -9.618476867675781, -8.826950073242188, -9.692887306213379, -9.549152374267578, -9.44267749786377, -9.7127103805542, -9.28467845916748, -9.92774772644043, -9.03930377960205, -8.373942375183105]	101.91252899169922	111.27254486083984	9.360015869140625
